what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039640299
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039643307
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.TaskList",1305039648976
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.TaskList",1305039648988
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1305039649723
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039658762
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1305039664862
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039679906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039680178
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039681691
error,log,,,"Error logged from Debug Core: ",1305039683939
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039683951
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1305039685741
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039692996
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039694612
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039734987
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039736524
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039738073
error,log,,,"Error logged from Debug Core: ",1305039739215
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039739248
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1305039742007
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039756991
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039757283
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1305039759481
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1305039766138
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039766350
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1305039774311
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039792347
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1305039801848
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039802181
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039802283
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039815798
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039823917
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039829622
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1305039829890
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1305039829890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039829927
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039834579
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039862097
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1305039862107
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039876717
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039878936
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039884177
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305039884363
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1305039886344
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039893832
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1305039896512
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039918362
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039920974
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039927852
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039934636
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039935999
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039937946
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1305039939219
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039939262
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039943361
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039950196
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1305039954931
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039955309
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039957245
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1305039957499
error,log,,,"Error logged from Debug Core: ",1305039965787
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039972146
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305039981483
error,log,,,"Error logged from Debug Core: ",1305039981839
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305039988038
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1305040000404
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040023403
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1305040027557
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040027642
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040032157
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1305040037232
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040037274
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040058203
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1305040087953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040103270
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305040120869
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040122244
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040189617
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040193561
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040207181
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040210330
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040216971
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040223569
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040223808
error,log,,,"Error logged from Debug Core: ",1305040224548
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040227493
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040227764
error,log,,,"Error logged from Debug Core: ",1305040227930
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040235756
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1305040237493
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ant",1305040238029
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1305040238043
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.tasks",1305040238043
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.ui",1305040238044
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1305040238045
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1305040238047
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1305040238048
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1305040238050
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1305040238051
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1305040238053
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1305040238055
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1305040238063
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1305040238063
stopped,bundle,org.eclipse.mylyn.ide.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ui",1305040238064
stopped,bundle,org.eclipse.mylyn.team.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.team.ui",1305040238064
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.0.100.201002161416,"org.eclipse.cdt.mylyn.ui",1305040238066
stopped,bundle,org.eclipse.mylyn.resources.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.resources.ui",1305040238066
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.2.1.v20100222-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1305040238068
stopped,bundle,org.eclipse.mylyn.context.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.ui",1305040238068
stopped,bundle,org.eclipse.mylyn.help.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.help.ui",1305040238069
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1305040238070
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui",1305040238070
stopped,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1305040238070
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201002161416,"org.eclipse.cdt.debug.ui.memory.search",1305040238072
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201002161416,"org.eclipse.cdt.debug.ui.memory.traditional",1305040238073
stopped,bundle,org.eclipse.cdt.core.lrparser.xlc,5.1.0.201002161416,"org.eclipse.cdt.core.lrparser.xlc",1305040238073
stopped,bundle,org.eclipse.cdt.debug.gdbjtag.ui,5.0.100.201002161416,"org.eclipse.cdt.debug.gdbjtag.ui",1305040238074
stopped,bundle,org.eclipse.cdt.launch.remote,2.2.0.201002161416,"org.eclipse.cdt.launch.remote",1305040238075
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1305040238075
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.201002161416,"org.eclipse.cdt.dsf.gdb.ui",1305040238076
stopped,bundle,org.eclipse.cdt.examples.dsf,2.0.0.201002161416,"org.eclipse.cdt.examples.dsf",1305040238078
stopped,bundle,org.eclipse.cdt.examples.dsf.pda.ui,2.0.0.201002161416,"org.eclipse.cdt.examples.dsf.pda.ui",1305040238079
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.201002161416,"org.eclipse.cdt.dsf.ui",1305040238081
stopped,bundle,org.eclipse.cdt.debug.gdbjtag.core,5.0.100.201002161416,"org.eclipse.cdt.debug.gdbjtag.core",1305040238082
stopped,bundle,org.eclipse.cdt.launch,6.0.0.201002161416,"org.eclipse.cdt.launch",1305040238082
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1305040238082
stopped,bundle,org.eclipse.cdt.managedbuilder.ui.tests,5.0.100.201002161416,"org.eclipse.cdt.managedbuilder.ui.tests",1305040238082
stopped,bundle,org.eclipse.cdt.managedbuilder.xlupc.ui,1.0.0.201002161416,"org.eclipse.cdt.managedbuilder.xlupc.ui",1305040238082
